ma_hoc_sinh,so_thich,ky_nang
SV0298,"thiết kế CV cá nhân đẹp, chơi Rubik, tập gym, làm video dạng slide ngắn, làm portfolio online","viết tài liệu SRS, thiết kế UI/UX cho website, lập trình Python, ứng dụng trí tuệ nhân tạo trong kinh doanh, xử lý dữ liệu với Pandas"
SV0299,"vọc Python, nghe nhạc indie, làm portfolio online, follow fashion tech trends, học kỹ năng nói trước đám đông","viết báo cáo, quản lý logistics và chuỗi cung ứng, phân tích log hệ thống, thiết kế trải nghiệm sự kiện, thiết kế truyền thông đa phương tiện"
SV0300,"thể thao, học kỹ năng nói trước đám đông, tập gym, xem phim, du lịch","tích hợp tài chính công nghệ (FinTech), quản lý quỹ đầu tư, xây dựng hệ thống hỗ trợ ra quyết định, quản lý gian hàng online, quản lý đổi mới sáng tạo trong doanh nghiệp"
SV0301,"cắm trại, tự học SQL, chơi nhạc cụ, thiết kế CV cá nhân đẹp, học nhảy trên YouTube","tư duy phản biện, quản lý quỹ đầu tư, lập kế hoạch thuế và khai thuế, định giá tài sản, thiết kế trải nghiệm sự kiện"
SV0302,"xây web cá nhân, xem phim, nghe lo-fi khi code, tự học SQL, đạp xe buổi chiều","giao tiếp hiệu quả, ứng dụng trí tuệ nhân tạo trong kinh doanh, lập kế hoạch thuế và khai thuế, thiết kế UI/UX cho website, giao dịch chứng khoán"
SV0303,"thiết kế CV cá nhân đẹp, nấu ăn, làm portfolio online, chụp ảnh sản phẩm, vẽ giao diện app","xây dựng mô hình học máy nâng cao, viết tài liệu SRS, hiểu cấu trúc dữ liệu & giải thuật, quản lý đơn hàng, vẽ biểu đồ với Matplotlib"
SV0304,"học kỹ năng nói trước đám đông, luyện kỹ năng phản biện, chia sẻ kiến thức trên LinkedIn, viết blog công nghệ, tìm hiểu Blockchain","hiểu cấu trúc dữ liệu & giải thuật, phân tích hành vi người dùng, quản lý gian hàng online, quản trị nông nghiệp và bền vững, kiểm toán nội bộ và bên ngoài"
SV0305,"thử các quán cà phê mới, thiết kế CV cá nhân đẹp, chụp ảnh sản phẩm, nghe nhạc indie, quay Tiktok chia sẻ kiến thức","giao dịch chứng khoán, làm việc nhóm, tư duy phản biện, hiểu mô hình ERP, kế toán tài chính doanh nghiệp"
SV0306,"vẽ tranh, trồng cây mini trong phòng, làm portfolio online, luyện kỹ năng phản biện, viết nhật ký phát triển bản thân","lập kế hoạch thuế và khai thuế, quản trị hệ thống Linux, quản lý logistics và chuỗi cung ứng, trình bày báo cáo, thiết kế truyền thông đa phương tiện"
SV0307,"viết truyện ngắn, vẽ giao diện app, học kỹ năng nói trước đám đông, đọc sách, vẽ digital art","tích hợp tài chính công nghệ (FinTech), xây dựng hệ thống an toàn thông tin doanh nghiệp, quản lý đơn hàng, xây dựng mô hình học máy nâng cao, triển khai ứng dụng web"
SV0308,"du lịch, luyện kỹ năng phản biện, viết blog cá nhân, chơi game giải đố, làm đồ handmade","vẽ biểu đồ với Matplotlib, làm việc với Git, kiểm thử bảo mật, phân tích nghiệp vụ, viết truy vấn SQL"
SV0309,"du lịch, quay Tiktok chia sẻ kiến thức, xem livestream hackathon, viết truyện ngắn, chạy bộ Strava","viết truy vấn SQL, kế toán tài chính doanh nghiệp, mã hóa dữ liệu cơ bản, ứng dụng trí tuệ nhân tạo trong kinh doanh, định giá tài sản"
SV0310,"follow các dev trên YouTube, học ngoại ngữ mới, cắm trại, xem phim sci-fi, tập vẽ tay","quản lý đổi mới sáng tạo trong doanh nghiệp, lập kế hoạch thuế và khai thuế, quản trị nông nghiệp và bền vững, hiểu cấu trúc dữ liệu & giải thuật, phân tích dữ liệu định lượng"
SV0311,"viết blog cá nhân, vẽ tranh tay, học kỹ năng nói trước đám đông, xem phân tích case startup, thử các quán cà phê mới","kiểm toán nội bộ và bên ngoài, quản lý dự án sáng tạo, quản trị nông nghiệp và bền vững, vẽ biểu đồ với Matplotlib, ứng dụng hệ thống CRM"
SV0312,"âm nhạc, sưu tầm đồ công nghệ, chụp ảnh sản phẩm, chơi game mô phỏng (SimCity, Factorio...), vẽ digital art","quản lý đổi mới sáng tạo trong doanh nghiệp, viết tài liệu SRS, thực hành CTF cơ bản, chạy quảng cáo cơ bản, tư duy phản biện"
SV0313,"làm portfolio online, chơi game giải đố, xây web cá nhân, nghe podcast UX/UI, xem vlog du học ngành IT","giao tiếp hiệu quả, trình bày báo cáo, vẽ quy trình BPMN, thiết kế trải nghiệm sự kiện, tạo dashboard KPI"
SV0314,"tập gym, viết báo cáo kỹ thuật, xem livestream hackathon, tìm hiểu AI, tự học SQL","kiểm thử bảo mật, xây dựng mô hình học máy nâng cao, lập trình Python, quản lý đổi mới sáng tạo trong doanh nghiệp, phân tích hành vi du lịch và giải trí"
SV0315,"nấu ăn healthy, chơi game, vọc Python, tập vẽ tay, học nhảy trên YouTube","quản lý logistics và chuỗi cung ứng, vận hành hệ thống thương mại điện tử, kiểm toán nội bộ và bên ngoài, tạo dashboard KPI, quản lý thời gian"
SV0316,"nấu ăn, chia sẻ kiến thức trên LinkedIn, đọc sách, thiết kế poster, cắm trại","kiểm thử bảo mật, phân tích hành vi du lịch và giải trí, kế toán tài chính doanh nghiệp, chạy quảng cáo cơ bản, vẽ quy trình BPMN"
SV0317,"cắm trại, chơi nhạc cụ, xem phim, làm video dạng slide ngắn, vọc Python","phân tích luật kinh tế và kinh doanh quốc tế, viết báo cáo, tự động hóa quy trình bằng điều khiển thông minh, phân tích rủi ro tài chính, thiết kế UI/UX cho website"
SV0318,"nấu ăn, chơi nhạc cụ, follow các dev trên YouTube, tham gia workshop chuyên ngành, vọc Python","làm việc với Git, kiến trúc đô thị thông minh, quản lý thời gian, trình bày báo cáo, xây dựng mô hình học máy nâng cao"
SV0319,"chơi game mô phỏng (SimCity, Factorio...), tập vẽ tay, viết nhật ký phát triển bản thân, âm nhạc, chạy bộ Strava","vẽ quy trình BPMN, vẽ biểu đồ với Matplotlib, lập trình Python, vận hành hệ thống thương mại điện tử, quản lý logistics và chuỗi cung ứng"
SV0320,"vẽ giao diện app, chơi Rubik, đọc sách self-help, làm đồ handmade, học nhảy trên YouTube","tạo dashboard KPI, phân tích hình ảnh và video trong truyền thông số, tự động hóa quy trình bằng điều khiển thông minh, phân tích hành vi du lịch và giải trí, tạo báo cáo với Power BI"
SV0321,"vẽ tranh, viết truyện ngắn, xem vlog du học ngành IT, xem video phân tích dữ liệu, follow các dev trên YouTube","tư duy phản biện, vận hành hệ thống thương mại điện tử, quản trị nông nghiệp và bền vững, lập trình Java, viết báo cáo"
SV0322,"nghe nhạc indie, xem phim sci-fi, tập vẽ tay, xem video phân tích dữ liệu, thiết kế poster","trình bày báo cáo, phân tích luật kinh tế và kinh doanh quốc tế, kiểm thử bảo mật, xây dựng mô hình ML cơ bản, viết báo cáo"
SV0323,"học nhảy trên YouTube, viết content cho mạng xã hội, xem video TEDx, tập gym, đọc sách","thiết kế truyền thông đa phương tiện, thiết kế UI/UX cho website, xây dựng hệ thống an toàn thông tin doanh nghiệp, phân tích log hệ thống, vẽ quy trình BPMN"
SV0324,"follow các dev trên YouTube, du lịch, vẽ tranh tay, viết blog công nghệ, chơi Rubik","quản lý đơn hàng, vận hành hệ thống thương mại điện tử, quản trị nhân lực hiện đại, hiểu cấu trúc dữ liệu & giải thuật, phân tích hành vi người dùng"
SV0325,"vẽ digital art, thể thao, xem vlog du học ngành IT, vẽ giao diện app, làm video dạng slide ngắn","giao tiếp hiệu quả, quản lý đổi mới sáng tạo trong doanh nghiệp, giao dịch chứng khoán, trình bày báo cáo, định giá tài sản"
SV0326,"du lịch, follow fashion tech trends, làm portfolio online, chụp ảnh sản phẩm, viết truyện ngắn","phân tích log hệ thống, quản lý quỹ đầu tư, tạo báo cáo với Power BI, phân tích luật kinh tế và kinh doanh quốc tế, xây dựng hệ thống hỗ trợ ra quyết định"
SV0327,"chia sẻ kiến thức trên LinkedIn, vẽ tranh tay, thiền và yoga, xem livestream hackathon, viết content cho mạng xã hội","quản lý đơn hàng, quản lý quỹ đầu tư, quản lý gian hàng online, thiết kế UI/UX cho website, xây dựng mô hình ML cơ bản"
SV0328,"nấu ăn, âm nhạc, follow fashion tech trends, vẽ tranh, viết truyện ngắn","quản lý logistics và chuỗi cung ứng, mã hóa dữ liệu cơ bản, phân tích hành vi người dùng, lập trình Java, tích hợp tài chính công nghệ (FinTech)"
SV0329,"chạy thử chatbot, cắm trại, nấu ăn healthy, xem phân tích case startup, vẽ giao diện app","lập trình Java, giao dịch chứng khoán, tích hợp tài chính công nghệ (FinTech), vẽ quy trình BPMN, viết truy vấn SQL"
SV0330,"follow các dev trên YouTube, theo dõi các trang TechCrunch, Hacker News, đọc sách self-help, âm nhạc, học nhảy trên YouTube","phân tích hình ảnh và video trong truyền thông số, kiểm toán nội bộ và bên ngoài, mã hóa dữ liệu cơ bản, phân tích nghiệp vụ, quản lý dự án sáng tạo"
SV0331,"đạp xe buổi chiều, vọc Python, sưu tầm đồ công nghệ, nấu ăn healthy, vẽ tranh","quản lý đổi mới sáng tạo trong doanh nghiệp, trình bày báo cáo, quản trị hệ thống Linux, thiết kế UI/UX cho website, triển khai ứng dụng web"
SV0332,"xem livestream hackathon, chạy bộ Strava, thử dựng infographic, cắm trại, follow các dev trên YouTube","vận hành hệ thống thương mại điện tử, phát hiện lỗ hổng OWASP, quản lý gian hàng online, vẽ biểu đồ với Matplotlib, quản lý dự án sáng tạo"
SV0333,"chơi nhạc cụ, đọc sách, thử dựng infographic, làm video dạng slide ngắn, luyện kỹ năng phản biện","giao tiếp hiệu quả, mã hóa dữ liệu cơ bản, làm việc nhóm, quản lý quỹ đầu tư, viết báo cáo"
SV0334,"thể thao, sưu tầm đồ công nghệ, học ngoại ngữ mới, xem phim, âm nhạc","thiết kế trải nghiệm sự kiện, thiết kế truyền thông đa phương tiện, ứng dụng hệ thống CRM, vận hành hệ thống thương mại điện tử, phân tích log hệ thống"
SV0335,"làm đồ handmade, trồng cây mini trong phòng, chia sẻ kiến thức trên LinkedIn, vẽ digital art, viết nhật ký phát triển bản thân","lập trình Java, xây dựng hệ thống an toàn thông tin doanh nghiệp, viết truy vấn SQL, giao dịch chứng khoán, trình bày báo cáo"
SV0336,"chia sẻ kiến thức trên LinkedIn, thiết kế CV cá nhân đẹp, thiết kế poster, follow các dev trên YouTube, viết blog cá nhân","phân tích dữ liệu định lượng, định giá tài sản, quản lý logistics và chuỗi cung ứng, phân tích hình ảnh và video trong truyền thông số, quản lý đơn hàng"
SV0337,"follow các dev trên YouTube, xem livestream hackathon, chơi game, nghe lo-fi khi code, chơi game giải đố","kiến trúc đô thị thông minh, làm việc nhóm, giao dịch chứng khoán, viết nội dung marketing, phân tích hình ảnh và video trong truyền thông số"
SV0338,"viết truyện ngắn, chơi nhạc cụ, sưu tầm đồ công nghệ, thể thao, tham gia workshop chuyên ngành","phân tích dữ liệu cho kinh doanh, phân tích rủi ro tài chính, giao tiếp hiệu quả, ứng dụng hệ thống CRM, quản lý dự án sáng tạo"
SV0339,"tìm hiểu AI, thử các quán cà phê mới, xem video phân tích dữ liệu, chạy thử chatbot, nấu ăn","ứng dụng hệ thống CRM, quản lý mật khẩu an toàn, tư duy phản biện, thiết kế trải nghiệm sự kiện, phân tích log hệ thống"
SV0340,"quay Tiktok chia sẻ kiến thức, thử dựng infographic, chụp ảnh sản phẩm, chơi nhạc cụ, thiết kế poster","mã hóa dữ liệu cơ bản, thiết kế truyền thông đa phương tiện, hiểu mô hình ERP, kế toán tài chính doanh nghiệp, thiết kế trải nghiệm sự kiện"
SV0341,"xem phim, học kỹ năng nói trước đám đông, xem livestream hackathon, viết blog cá nhân, cắm trại","phân tích rủi ro tài chính, viết nội dung marketing, hiểu mô hình ERP, triển khai ứng dụng web, định giá tài sản"
SV0342,"thử dựng infographic, xây web cá nhân, xem phim, vọc Python, đọc sách self-help","triển khai ứng dụng web, chạy quảng cáo cơ bản, trình bày báo cáo, thiết kế UI/UX cho website, viết tài liệu SRS"
SV0343,"chơi game giải đố, âm nhạc, làm portfolio online, chạy bộ Strava, xây web cá nhân","ứng dụng trí tuệ nhân tạo trong kinh doanh, phân tích luật kinh tế và kinh doanh quốc tế, tạo dashboard KPI, định giá tài sản, mã hóa dữ liệu cơ bản"
